user_id,product_id,rating,timestamp
164,c5fb686100509df6b6a81c3b3334706c,1.1,2024-01-21 06:39:31.782952
71,1bb35ffcec51895cd965996154e53cc1,1.9,2023-08-12 03:04:48.178277
189,f1e6c0d79b47893b715b0257d9caddd7,3.7,2023-11-07 06:04:34.863638
140,728d2601e59fe17379b64ec85da70850,3.4,2024-04-24 09:12:20.391691
9,b28ff5fc3fa7c0930b2372bb88f1731a,1.4,2024-10-25 01:22:54.027618
60,782908cf43b21939d35100064890a94c,3.4,2024-12-07 00:37:00.441795
144,36af81dcf81de7576f68fcc635ba5dc2,3.9,2023-12-12 12:58:02.527545
180,2357ab29f52cc815b45a1d6af627a733,2.7,2023-08-19 18:23:16.644398
115,4c2ad17c158d12201a91ec785c068747,4.2,2023-08-28 10:05:57.235378
2,8f1fba2b6f55c3693db8d2f18849441d,3.8,2024-09-03 16:09:30.053311
88,4c2ad17c158d12201a91ec785c068747,1.6,2023-08-15 01:08:52.913717
196,a7197ae326a65f4b49ddd068192dbbde,1.4,2023-12-15 14:20:33.064135
98,68ec174bd2b8ca79415265a66142667b,2.4,2024-09-03 01:43:14.935445
89,f9a2d96e7d608dea5003deac65b73faf,4.2,2024-10-25 20:22:43.595379
187,ffe30812974331718690097eb03c8239,3.1,2024-01-14 14:02:42.314021
97,c4e6b3e9abbe4e3436d074bafc526387,3.2,2025-04-15 11:13:27.274075
161,f5b9ba48ebf1c191cf61e23b7ec0307a,3.3,2023-05-28 21:41:55.028416
181,d18a324645fd5a131ee178dc74e88f5b,1.2,2024-04-21 03:03:27.343713
59,dccce21c67d5a85b94935310e762c871,4.9,2024-06-06 02:05:57.875481
60,6027df6582e063c71fe4764c239c2d2d,2.5,2024-10-14 18:44:11.843977
117,d956a387a37c51e959de617b00d5756c,1.7,2025-04-02 05:32:00.843767
91,f96f155b874b0243c4741c7d18302e82,3.7,2025-01-06 00:55:40.535264
180,92592e1e509da853e746071caf1a13bb,3.4,2024-07-30 00:26:51.739168
44,31e7a737325af234e6ba10c69a24ce3a,3.9,2023-05-23 18:28:47.074715
42,4a8de9581150290bba4491393dd0e64f,2.5,2024-10-17 17:04:35.837920
164,a66260d33ad1beb3e04d93c2a932391a,1.9,2023-12-14 03:36:21.120529
84,40a341bae423b0dd8c748f61855c7ef4,1.9,2024-06-26 08:22:01.202650
9,a1c666ce888e1bed9c897e82ce676cc6,2.6,2024-10-21 06:02:21.195084
17,29fad49b1798f5d4dc702535288009ca,4.7,2025-04-16 15:06:11.752334
146,63affdc580aa70ed949c25cc99ef4abf,1.9,2024-04-02 21:40:15.026777
128,d80c4e4e6f63e0f32591a5920c1ee759,4.5,2025-04-16 11:25:16.951440
165,3d72e424e0836362a4218fc1b335a8f0,1.6,2024-06-10 11:38:32.496291
36,d03119ca837f80b1f8195dcd5a808ba1,4.0,2024-12-26 10:09:18.506850
138,c0bc11ba083a60ba196333f3c0446457,4.0,2024-04-25 18:28:13.922814
110,9e2b5b627fd190ff9b0472dbe5c05f97,2.4,2023-09-19 03:37:58.131018
36,0c3449594dbe36777577d7876b329980,3.0,2023-05-05 17:53:02.709410
194,29b966593873b2810811c106c90e980e,4.4,2023-10-24 17:37:24.045141
40,810569c5acfddc005b5f0b0b944d1894,4.2,2024-04-18 17:33:01.012317
109,09e03df2e57f17f87c75fceebfde4db8,2.5,2024-03-25 09:05:15.770185
153,2c79f69ebb17497a8427fb58709f5f84,3.1,2025-02-05 05:09:30.085830
142,3a8630971760d5f8d861203075878cb2,3.7,2023-07-02 04:42:43.813933
30,b48e9511e407986f2a6b649e26aac3b8,4.0,2024-12-04 08:07:53.070475
197,b400638e27709663d33ac89c0164d1e3,1.4,2024-12-25 06:55:01.427517
112,7bc232da86c67e686342f7854ea5c8ac,2.8,2023-08-08 15:12:15.438767
185,068788413dc6b851dd1b20cf3bb3fdb3,4.9,2025-03-27 01:28:02.142495
196,90e426dbb078f26efcb25384dde70809,3.0,2023-09-22 09:27:41.729354
28,406339fe919c2490ad4f608c437cc755,4.4,2023-09-27 23:38:37.072246
130,36af81dcf81de7576f68fcc635ba5dc2,1.6,2024-09-07 23:55:46.067019
196,5818cc6b67916a223a7179e5c28ac0df,3.2,2024-10-13 05:02:34.312546
200,74b3df55cf8f2f6b0bfc34bc9fd0c7d9,4.7,2024-12-31 15:45:54.407776
154,7630a9922b27399b3e1ccb60d54a468a,3.0,2023-10-13 09:11:55.006966
29,b7beeca2c734b3cd49550707a05dab67,4.5,2024-12-08 08:18:05.880811
79,c8c2d840ae71cf2305735f5f94526c95,1.2,2023-07-27 22:39:43.504020
146,c4e6b3e9abbe4e3436d074bafc526387,1.3,2024-04-24 22:34:51.915006
125,fda14f64042d734c03ae44034fcc0735,4.9,2024-08-17 13:01:32.787923
137,3eb1b392aa9cfe0846ebbd5657394560,1.5,2025-01-24 14:56:28.939487
122,18b3c2f1d97fcb2b3f6b4a6b4454fb18,1.7,2023-06-21 04:12:07.145054
136,9827d498ec1c7279faecd366d5762fac,4.9,2024-11-09 10:45:52.518523
139,609451361183865acad855d8746f617f,3.9,2024-07-31 07:54:14.887414
103,bae147bc94b732427974075bfeaaccaf,2.8,2024-04-23 18:35:50.527015
133,cabde6e8336f09c6779d71107af9c5bb,1.5,2024-02-12 13:41:09.390686
58,1df55d0c0d09a1a41da8342fc42a122b,2.4,2023-05-06 08:10:53.375480
151,3395e12f9fe9c765736dbc5a0c302ba7,1.9,2024-04-22 07:17:56.793271
57,04c2a1691aa3d862163e924a7f9d15e4,1.3,2023-09-04 14:41:40.652646
162,490a61c253b8b42f47ac26ebce1c4a5a,1.9,2024-11-20 09:10:23.733979
9,425acb12e387247f5674eb01c5209ae0,1.3,2024-09-26 12:42:54.414030
61,9cdbbbce426330e534a3860e694b9afd,3.7,2023-10-11 18:59:40.573410
55,07e5768473cef4180f5065b7e9f6284a,1.5,2023-06-03 10:19:43.933431
147,6d1190ba6bce248f44e7cf537e651b3d,2.0,2024-09-26 04:50:51.480145
122,e272d6ca7b4181a5ca2bef99c1633914,1.8,2023-08-13 16:45:48.460864
25,ad327743eedfcb9a664f921c3cd295ea,2.4,2023-07-02 06:01:28.170346
106,2d72b41b2b79d14da84f34245872c8ec,4.5,2024-07-21 22:06:44.723247
14,12f037854848b03e9cc1608ffe3186d1,1.2,2025-03-17 09:24:46.963378
187,7e7336b1c684f620c868d9cca481d849,4.2,2024-11-20 15:08:20.505757
28,48088383c7c9bb584712b1607fa13254,1.8,2024-10-23 13:42:56.860153
138,e065e249d0bba2343ec73759795733ee,1.6,2024-02-01 16:15:49.926966
47,9cdbbbce426330e534a3860e694b9afd,2.9,2024-07-14 08:13:28.292580
20,1e1d11cb0d1e9c6fce0d2ee303713216,4.2,2023-08-10 21:45:38.177438
141,1e2073bcea83d84079f053a0a66d73e1,1.2,2024-02-03 21:34:02.717658
139,76e36bcd3a9c63e88e442a6531279b9d,4.9,2023-11-13 15:10:35.462627
193,8794dc713e844089a6ec283bc0671873,1.7,2024-06-26 13:45:52.250438
125,e09f09b9bb4fd715482e34101a2821e3,1.9,2023-09-29 17:46:03.576652
103,490a61c253b8b42f47ac26ebce1c4a5a,1.7,2024-11-01 09:23:09.891716
1,67c8b9cbc3385b8c525a0a1a40a9cd25,2.1,2025-02-06 19:28:43.875909
117,9f407faab3e85ddfec26c9db656fb0a0,2.7,2024-02-09 16:02:56.831391
188,a9a0a85e472ffd4c136cf51f6ddd3b3d,3.6,2024-05-14 22:05:27.134278
